,0
0,https://lnb.com.br/noticias/a-area-e-dele/
1,https://lnb.com.br/noticias/imparavel-2/
2,https://lnb.com.br/noticias/pra-ficar-marcado-2/
3,https://lnb.com.br/noticias/invicto-sim-2/
4,https://lnb.com.br/noticias/incontestavel-5/
5,https://lnb.com.br/noticias/boa-fase-mantida/
6,https://lnb.com.br/noticias/ninguem-tira-4/
7,https://lnb.com.br/noticias/mare-alta-2/
8,https://lnb.com.br/noticias/aqui-nao-macae/
9,https://lnb.com.br/noticias/recuperado-5/
10,https://lnb.com.br/noticias/que-vitoria_/
11,https://lnb.com.br/noticias/engatou-a-4/
12,https://lnb.com.br/noticias/so_na_prorrogacao/
13,https://lnb.com.br/noticias/prazer-wesley-sena/
14,https://lnb.com.br/noticias/logo-no-comeco/
15,https://lnb.com.br/noticias/e_minha/
16,https://lnb.com.br/noticias/invencibilidade-mantida-3/
17,https://lnb.com.br/noticias/deutudocerto_/
18,https://lnb.com.br/noticias/de_volta_aos_trilhos/
19,https://lnb.com.br/noticias/deu-mengao-2/
20,https://lnb.com.br/noticias/que-jogo-2/
21,https://lnb.com.br/noticias/a-primeira-no-vascao/
22,https://lnb.com.br/noticias/setima-na-conta/
23,https://lnb.com.br/noticias/oito-e-contando/
24,https://lnb.com.br/noticias/demonstracao-de-forca-2/
25,https://lnb.com.br/noticias/dominante-6/
26,https://lnb.com.br/noticias/pra-ficar-na-cola/
27,https://lnb.com.br/noticias/que-virada-3/
28,https://lnb.com.br/noticias/grande-vitoria-3/
29,https://lnb.com.br/noticias/pegando_embalo_-2/
30,https://lnb.com.br/noticias/ousadia-pinheirense/
31,https://lnb.com.br/noticias/atuacao_de_gala_/
32,https://lnb.com.br/noticias/logo-no-inicio/
33,https://lnb.com.br/noticias/alienigena-voou/
34,https://lnb.com.br/noticias/acabou-o-cao/
35,https://lnb.com.br/noticias/no-topo-2/
36,https://lnb.com.br/noticias/fim-da-invencibilidade/
37,https://lnb.com.br/noticias/segurou-a-pressao/
38,https://lnb.com.br/noticias/firme-no-g-4-2/
39,https://lnb.com.br/noticias/nos-detalhes/
40,https://lnb.com.br/noticias/foco-mantido/
41,https://lnb.com.br/noticias/ufaa/
42,https://lnb.com.br/noticias/uniao-mineira/
43,https://lnb.com.br/noticias/_aqui_nao_/
44,https://lnb.com.br/noticias/dezena-bauruense/
45,https://lnb.com.br/noticias/na-conta-do-espanhol/
46,https://lnb.com.br/noticias/tabu-ampliado/
47,https://lnb.com.br/noticias/de-volta-a-lideranca/
48,https://lnb.com.br/noticias/virada-a-mineira/
49,https://lnb.com.br/noticias/de-novo-ele/
50,https://lnb.com.br/noticias/na-cola/
51,https://lnb.com.br/noticias/nota-oficial-9/
52,https://lnb.com.br/noticias/_devirada_/
53,https://lnb.com.br/noticias/de-volta-aos-trilhos-4/
54,https://lnb.com.br/noticias/valentia-francana/
55,https://lnb.com.br/noticias/triunfo-maiusculo/
56,https://lnb.com.br/noticias/vitoria-que-vale-muito/
57,https://lnb.com.br/noticias/nao-no-meu-habitat/
58,https://lnb.com.br/noticias/defesa-defesa/
59,https://lnb.com.br/noticias/oxente-lucas/
60,https://lnb.com.br/noticias/grande-vitoria_/
61,https://lnb.com.br/noticias/artilharia-pesada/
62,https://lnb.com.br/noticias/fla-x-mac/
63,https://lnb.com.br/noticias/so-deu-bauru/
64,https://lnb.com.br/noticias/alma-lavada/
65,https://lnb.com.br/noticias/deu-tudo-certo-4/
66,https://lnb.com.br/noticias/so-nao-fez-chover/
67,https://lnb.com.br/noticias/dupla-brilhante/
68,https://lnb.com.br/noticias/foi-no-coracao/
69,https://lnb.com.br/noticias/de-volta-aos-trilhos-5/
70,https://lnb.com.br/noticias/pra-ganhar-moral-2/
71,https://lnb.com.br/noticias/dominio-rubro-negro/
72,https://lnb.com.br/noticias/poder-defensivo/
73,https://lnb.com.br/noticias/bola-no-toledo/
74,https://lnb.com.br/noticias/sobrou-em-quadra/
75,https://lnb.com.br/noticias/causou-2/
76,https://lnb.com.br/noticias/rumo-certo/
77,https://lnb.com.br/noticias/festa_completa_/
78,https://lnb.com.br/noticias/bem-vindo-ao-g-4/
79,https://lnb.com.br/noticias/ta-dificil-de-segurar/
80,https://lnb.com.br/noticias/maisliderdoquenunca/
81,https://lnb.com.br/noticias/eles-nao-param/
82,https://lnb.com.br/noticias/ufaaa/
83,https://lnb.com.br/noticias/nove-e-contando/
84,https://lnb.com.br/noticias/showtime-2/
85,https://lnb.com.br/noticias/voando_baixo/
86,https://lnb.com.br/noticias/no-sufoco-5/
87,https://lnb.com.br/noticias/dominio-completo/
88,https://lnb.com.br/noticias/no-detalhe-4/
89,https://lnb.com.br/noticias/sprintfinal_/
90,https://lnb.com.br/noticias/cabeca_no_lugar_/
91,https://lnb.com.br/noticias/no-caminho-certo-4/
92,https://lnb.com.br/noticias/na-cola-do-lider-3/
93,https://lnb.com.br/noticias/sobrando-em-2016/
94,https://lnb.com.br/noticias/de-volta-aos-trilhos-6/
95,https://lnb.com.br/noticias/momento-historico-3/
96,https://lnb.com.br/noticias/sai-que-e-meu-2/
97,https://lnb.com.br/noticias/sonoultimoquarto/
98,https://lnb.com.br/noticias/vitoria-que-vale-muito-2/
99,https://lnb.com.br/noticias/virada-nao-no-vascao/
100,https://lnb.com.br/noticias/noite-de-fischer/
101,https://lnb.com.br/noticias/de-olho-no-g-12/
102,https://lnb.com.br/noticias/iluminado/
103,https://lnb.com.br/noticias/estragou-a-festa/
104,https://lnb.com.br/noticias/pediu-passagem/
105,https://lnb.com.br/noticias/forca-do-hugao_/
106,https://lnb.com.br/noticias/voa-carcara/
107,https://lnb.com.br/noticias/nao-no-hugao/
108,https://lnb.com.br/noticias/no-rumo-certo-2/
109,https://lnb.com.br/noticias/ritmo-acelerado/
110,https://lnb.com.br/noticias/vitoriahistorica/
111,https://lnb.com.br/noticias/fulvio-neles/
112,https://lnb.com.br/noticias/um-passo-de-cada-vez/
113,https://lnb.com.br/noticias/pra-ganhar-moral-3/
114,https://lnb.com.br/noticias/pegada-mantida/
115,https://lnb.com.br/noticias/devidamente-recuperado/
116,https://lnb.com.br/noticias/100-lider/
117,https://lnb.com.br/noticias/fechou-com-propriedade/
118,https://lnb.com.br/noticias/nem_ai_/
119,https://lnb.com.br/noticias/verdadeira-batalha/
120,https://lnb.com.br/noticias/eletrizante-4/
121,https://lnb.com.br/noticias/ruge-forte-leao/
122,https://lnb.com.br/noticias/acima-das-nuvens/
123,https://lnb.com.br/noticias/noite-da-molecada/
124,https://lnb.com.br/noticias/missao-g12/
125,https://lnb.com.br/noticias/de-volta-aos-trilhos-7/
126,https://lnb.com.br/noticias/voo-rio-clarense/
127,https://lnb.com.br/noticias/no-hugao-o-bicho-pega/
128,https://lnb.com.br/noticias/gigante-vitoria/
129,https://lnb.com.br/noticias/mais-uma-no-hugao/
130,https://lnb.com.br/noticias/teve-que-suar/
131,https://lnb.com.br/noticias/thats-my-house/
132,https://lnb.com.br/noticias/terceira-e-contando/
133,https://lnb.com.br/noticias/exibicao-de-gala/
134,https://lnb.com.br/noticias/visitante-indigesto-2/
135,https://lnb.com.br/noticias/quebrou-a-banca/
136,https://lnb.com.br/noticias/pensando-grande/
137,https://lnb.com.br/noticias/noite-dos-sonhos/
138,https://lnb.com.br/noticias/franca-nos-playoffs/
139,https://lnb.com.br/noticias/triunfo-importantissimo/
140,https://lnb.com.br/noticias/embolou-de-vez/
141,https://lnb.com.br/noticias/segurem-eles/
142,https://lnb.com.br/noticias/vitoria-gigantesca/
143,https://lnb.com.br/noticias/destruidor_/
144,https://lnb.com.br/noticias/chegandola_/
145,https://lnb.com.br/noticias/bola-no-sosa/
146,https://lnb.com.br/noticias/segura-a-dupla/
147,https://lnb.com.br/noticias/fundamental-3/
148,https://lnb.com.br/noticias/sem-crise-2/
149,https://lnb.com.br/noticias/mais-uma-na-conta-4/
150,https://lnb.com.br/noticias/despertou-cedo/
151,https://lnb.com.br/noticias/ritmo-de-playoff/
152,https://lnb.com.br/noticias/e-do-bauru/
153,https://lnb.com.br/noticias/sem_essa_/
154,https://lnb.com.br/noticias/ainda-na-briga-4/
155,https://lnb.com.br/noticias/lider-dominante/
156,https://lnb.com.br/noticias/viva-o-nordeste/
157,https://lnb.com.br/noticias/premio-merecido/
158,https://lnb.com.br/noticias/com-chave-de-ouro-4/
159,https://lnb.com.br/noticias/caxias-nos-playoffs/
160,https://lnb.com.br/noticias/com-tudo-para-os-playoffs/
161,https://lnb.com.br/noticias/vamos-as-oitavas/
162,https://lnb.com.br/noticias/vitoria-epica/
163,https://lnb.com.br/noticias/o-vascao-tem-dono/
164,https://lnb.com.br/noticias/heroico-minas/
165,https://lnb.com.br/noticias/quanta-emocao-4/
166,https://lnb.com.br/noticias/tudo_igual_/
167,https://lnb.com.br/noticias/devidamente-empatado/
168,https://lnb.com.br/noticias/na_hora_certa_/
169,https://lnb.com.br/noticias/vantagem-ampliada-2/
170,https://lnb.com.br/noticias/ainda-mais-perto/
171,https://lnb.com.br/noticias/incontestavel-6/
172,https://lnb.com.br/noticias/que-venha-o-jogo-5/
173,https://lnb.com.br/noticias/quartasdefinalaivoueu/
174,https://lnb.com.br/noticias/pressao-que-nada/
175,https://lnb.com.br/noticias/e-o-time-da-virada/
176,https://lnb.com.br/noticias/espetacular_/
177,https://lnb.com.br/noticias/no_coracao/
178,https://lnb.com.br/noticias/mengao-na-frente/
179,https://lnb.com.br/noticias/de_ponta_a_ponta_/
180,https://lnb.com.br/noticias/tudo-igual-9/
181,https://lnb.com.br/noticias/inacreditavel-4/
182,https://lnb.com.br/noticias/a-um-passo-da-semi-2/
183,https://lnb.com.br/noticias/show-em-dose-dupla/
184,https://lnb.com.br/noticias/sempre-flamengo-2/
185,https://lnb.com.br/noticias/desistir_jamais_/
186,https://lnb.com.br/noticias/velha-nova-sensacao/
187,https://lnb.com.br/noticias/e-semi-bauru/
188,https://lnb.com.br/noticias/quanta_emocao_/
189,https://lnb.com.br/noticias/so_deu_bauru_/
190,https://lnb.com.br/noticias/isso-aqui-e-flamengo/
191,https://lnb.com.br/noticias/passo-largo/
192,https://lnb.com.br/noticias/mogigante/
193,https://lnb.com.br/noticias/panela-em-chamas/
194,https://lnb.com.br/noticias/resistencia-rubro-negra/
195,https://lnb.com.br/noticias/com-o-pe-na-porta/
196,https://lnb.com.br/noticias/longe-de-acabar-2/
197,https://lnb.com.br/noticias/segurouelevou/
198,https://lnb.com.br/noticias/partiu-jogo-5/
199,https://lnb.com.br/noticias/flamengo-e-penta/
